estado,data,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,daily cases moving average,daily deaths moving average,sum_of_daily_cases_week,sum_of_daily_deaths_week
RJ,2020-02-25,0,0,0,0,2645.8571428571427,150.57142857142858,18521.0,1054.0
RJ,2020-02-26,0,0,0,0,2138.0,116.28571428571429,14966.0,814.0
RJ,2020-02-27,0,0,0,0,1569.0,76.0,10983.0,532.0
RJ,2020-02-28,0,0,0,0,1349.857142857143,64.14285714285714,9449.0,449.0
RJ,2020-02-29,0,0,0,0,1029.0,51.857142857142854,7203.0,363.0
RJ,2020-03-01,0,0,0,0,554.7142857142857,29.714285714285715,3883.0,208.0
RJ,2020-03-02,0,0,0,0,0.0,0.0,0.0,0.0
RJ,2020-03-03,0,0,0,0,0.0,0.0,0.0,0.0
RJ,2020-03-04,0,0,0,0,0.0,0.0,0.0,0.0
RJ,2020-03-05,0,0,0,0,0.0,0.0,0.0,0.0
RJ,2020-03-06,0,0,0,0,0.0,0.0,0.0,0.0
RJ,2020-03-07,1,0,0,0,0.0,0.0,0.0,0.0
RJ,2020-03-08,1,0,0,0,0.0,0.0,0.0,0.0
RJ,2020-03-09,1,0,0,0,0.0,0.0,0.0,0.0
RJ,2020-03-10,4,2,0,0,0.2857142857142857,0.0,2.0,0.0
RJ,2020-03-11,6,2,0,0,0.5714285714285714,0.0,4.0,0.0
RJ,2020-03-12,8,1,0,0,0.7142857142857143,0.0,5.0,0.0
RJ,2020-03-13,8,0,0,0,0.7142857142857143,0.0,5.0,0.0
RJ,2020-03-14,11,3,0,0,1.1428571428571428,0.0,8.0,0.0
RJ,2020-03-15,12,1,0,0,1.2857142857142858,0.0,9.0,0.0
RJ,2020-03-16,15,3,0,0,1.7142857142857142,0.0,12.0,0.0
RJ,2020-03-17,16,1,0,0,1.5714285714285714,0.0,11.0,0.0
RJ,2020-03-18,22,6,0,0,2.142857142857143,0.0,15.0,0.0
RJ,2020-03-19,32,10,1,1,3.4285714285714284,0.14285714285714285,24.0,1.0
RJ,2020-03-20,54,22,1,0,6.571428571428571,0.14285714285714285,46.0,1.0
RJ,2020-03-21,59,5,1,0,6.857142857142857,0.14285714285714285,48.0,1.0
RJ,2020-03-22,93,33,1,0,11.428571428571429,0.14285714285714285,80.0,1.0
RJ,2020-03-23,116,23,2,0,14.285714285714286,0.14285714285714285,100.0,1.0
RJ,2020-03-24,152,36,3,1,19.285714285714285,0.2857142857142857,135.0,2.0
RJ,2020-03-25,185,32,3,0,23.0,0.2857142857142857,161.0,2.0
RJ,2020-03-26,210,25,4,1,25.142857142857142,0.2857142857142857,176.0,2.0
RJ,2020-03-27,246,36,5,0,27.142857142857142,0.2857142857142857,190.0,2.0
RJ,2020-03-28,558,311,13,8,70.85714285714286,1.4285714285714286,496.0,10.0
RJ,2020-03-29,600,42,17,4,72.14285714285714,2.0,505.0,14.0
RJ,2020-03-30,657,57,18,1,77.0,2.142857142857143,539.0,15.0
RJ,2020-03-31,708,51,23,5,79.14285714285714,2.7142857142857144,554.0,19.0
RJ,2020-04-01,832,124,28,5,92.28571428571429,3.4285714285714284,646.0,24.0
RJ,2020-04-02,992,160,41,13,111.57142857142857,5.142857142857143,781.0,36.0
RJ,2020-04-03,1074,82,47,6,118.14285714285714,6.0,827.0,42.0
RJ,2020-04-04,1246,172,58,11,98.28571428571429,6.428571428571429,688.0,45.0
RJ,2020-04-05,1394,148,64,6,113.42857142857143,6.714285714285714,794.0,47.0
RJ,2020-04-06,1460,66,71,7,114.71428571428571,7.571428571428571,803.0,53.0
RJ,2020-04-07,1688,227,89,18,139.85714285714286,9.428571428571429,979.0,66.0
RJ,2020-04-08,1938,250,106,17,157.85714285714286,11.142857142857142,1105.0,78.0
RJ,2020-04-09,2216,278,122,16,174.71428571428572,11.571428571428571,1223.0,81.0
RJ,2020-04-10,2464,248,147,25,198.42857142857142,14.285714285714286,1389.0,100.0
RJ,2020-04-11,2607,143,155,8,194.28571428571428,13.857142857142858,1360.0,97.0
RJ,2020-04-12,2855,248,170,15,208.57142857142858,15.142857142857142,1460.0,106.0
RJ,2020-04-13,3226,371,185,15,252.14285714285714,16.285714285714285,1765.0,114.0
RJ,2020-04-14,3410,184,224,39,246.0,19.285714285714285,1722.0,135.0
RJ,2020-04-15,3743,333,265,41,257.85714285714283,22.714285714285715,1805.0,159.0
RJ,2020-04-16,3944,201,300,35,246.85714285714286,25.428571428571427,1728.0,178.0
RJ,2020-04-17,4349,405,341,40,269.2857142857143,27.571428571428573,1885.0,193.0
RJ,2020-04-18,4543,194,387,46,276.57142857142856,33.0,1936.0,231.0
RJ,2020-04-19,4720,177,402,15,266.42857142857144,33.0,1865.0,231.0
RJ,2020-04-20,4899,179,422,20,239.0,33.714285714285715,1673.0,236.0
RJ,2020-04-21,5306,407,461,39,270.85714285714283,33.714285714285715,1896.0,236.0
RJ,2020-04-22,5552,246,490,29,258.42857142857144,32.0,1809.0,224.0
RJ,2020-04-23,6172,620,530,40,318.2857142857143,32.714285714285715,2228.0,229.0
RJ,2020-04-24,6282,110,570,40,276.14285714285717,32.714285714285715,1933.0,229.0
RJ,2020-04-25,6828,546,615,45,326.42857142857144,32.57142857142857,2285.0,228.0
RJ,2020-04-26,7111,283,645,30,341.57142857142856,34.714285714285715,2391.0,243.0
RJ,2020-04-27,7944,833,677,32,435.0,36.42857142857143,3045.0,255.0
RJ,2020-04-28,8504,560,738,61,456.85714285714283,39.57142857142857,3198.0,277.0
RJ,2020-04-29,8869,365,794,56,473.85714285714283,43.42857142857143,3317.0,304.0
